ID,SMILES,Total_Score,pKd,k_off,SA,MW,QED,LogP
mol_2841,"CCN(N)CO",0.3964,5.179,2.5721,3.73,90.13,0.263,-0.87
mol_2842,"NCCCC1CN1",0.3964,5.179,2.5731,3.23,100.17,0.478,-0.30
mol_2843,"NC(O)NC(=O)NSO",0.3962,5.264,2.3346,4.70,153.16,0.191,-1.36
mol_2844,"C=C(C)CC=CC",0.3961,5.178,2.5760,3.29,96.17,0.463,2.53
mol_2845,"CC(N)(O)C(O)O",0.3960,5.178,2.5775,3.54,107.11,0.291,-2.04
mol_2846,"OC(O)CC1CCCOC1F",0.3959,5.190,2.5398,4.10,164.18,0.581,0.41
mol_2847,"CCNNC",0.3957,5.177,2.5806,3.38,74.13,0.441,-0.27
mol_2848,"OC1CCCCN1",0.3955,5.176,2.5832,3.40,101.15,0.453,0.08
mol_2849,"N=C(N)CCC(N)O",0.3955,5.176,2.5832,3.82,117.15,0.216,-1.02
mol_2850,"CCN1CCNNC1=O",0.3951,5.174,2.5876,3.41,129.16,0.503,-0.46
mol_2851,"C#CCOCC1C=C=NCC2C(O)CC(O)C3=CC=C(CCC4=C(CN1)C(O)NC4)CC32",0.3949,5.515,1.7488,7.34,439.56,0.248,0.45
mol_2852,"NCC(O)C1C(CO)=CCCC1N",0.3949,5.245,2.3838,4.58,186.25,0.424,-1.04
mol_2853,"IC1CCNCC1",0.3948,5.173,2.5912,3.36,211.05,0.468,1.17
mol_2854,"NC1CCC2C(CCC(O)=NN2C2CCCCC2)C1O",0.3947,5.212,2.4774,4.31,281.40,0.684,1.75
mol_2855,"OCC1CCNNC1",0.3947,5.181,2.5671,4.07,116.16,0.415,-0.91
mol_2856,"NC1CNC2C=CCCCC2N1",0.3946,5.264,2.3325,4.75,167.26,0.443,-0.06
mol_2857,"SCC1C=CNC1",0.3942,5.294,2.2538,5.03,115.20,0.478,0.65
mol_2858,"CC(CO)CC(=O)O",0.3940,5.170,2.6002,2.62,118.13,0.552,0.09
mol_2859,"CC1NC(O)NC2CCC(O)CC12",0.3940,5.265,2.3295,4.78,186.25,0.407,-0.63
mol_2860,"NC1CC(O)CCC1O",0.3939,5.170,2.6011,3.68,131.17,0.404,-0.78
mol_2861,"NC1CC(C2(N)CO2)=C=CN1",0.3937,5.388,2.0240,5.95,153.19,0.333,-1.01
mol_2862,"OCC1CCNC(O)N1",0.3937,5.204,2.4991,4.28,132.16,0.340,-1.79
mol_2863,"NC(=O)C1CCCCC1",0.3936,5.168,2.6053,1.70,127.19,0.562,1.05
mol_2864,"NC(=O)C1CCCCC1",0.3936,5.168,2.6053,1.70,127.19,0.562,1.05
mol_2865,"NC(=O)C1CCCCC1",0.3936,5.168,2.6053,1.70,127.19,0.562,1.05
mol_2866,"NC(=O)C1CCCCC1",0.3936,5.168,2.6053,1.70,127.19,0.562,1.05
mol_2867,"N=C1CC2=CCC(Cl)CC2CNN1",0.3933,5.302,2.2335,5.13,199.68,0.408,1.41
mol_2868,"CC(C)CC1=NCNC1O",0.3930,5.206,2.4939,4.32,142.20,0.584,0.35
mol_2869,"NCC1C(O)CC(Cl)C1N",0.3926,5.236,2.4101,4.57,164.64,0.447,-0.74
mol_2870,"CCCC(O)O",0.3922,5.163,2.6212,2.52,90.12,0.472,0.10
mol_2871,"CCCC(O)O",0.3922,5.163,2.6212,2.52,90.12,0.472,0.10
mol_2872,"CCCC(O)O",0.3922,5.163,2.6212,2.52,90.12,0.472,0.10
mol_2873,"CC(O)N(C)C",0.3922,5.163,2.6218,2.78,89.14,0.453,-0.11
mol_2874,"O=C1CN1",0.3920,5.162,2.6233,2.10,57.05,0.360,-0.88
mol_2875,"CCCN=C=N",0.3920,5.188,2.5458,4.20,84.12,0.487,1.15
mol_2876,"CC1=C(OC(C)C(O)O)CCN1",0.3918,5.182,2.5648,4.16,173.21,0.523,-0.07
mol_2877,"OC1CCCNN1",0.3918,5.204,2.4999,4.34,102.14,0.375,-0.81
mol_2878,"CC(O)CO",0.3916,5.161,2.6285,2.60,76.09,0.436,-0.64
mol_2879,"CC(O)CO",0.3916,5.161,2.6285,2.60,76.09,0.436,-0.64
mol_2880,"CC(O)CO",0.3916,5.161,2.6285,2.60,76.09,0.436,-0.64
mol_2881,"OCCC1NC2C3NNCC3NC3(CO3)C2N1",0.3915,5.427,1.9351,6.43,241.30,0.284,-3.20
mol_2882,"NC(O)C1CNNC(NCO)C1",0.3910,5.311,2.2093,5.29,176.22,0.260,-2.76
mol_2883,"CCC1NCCNC1O",0.3910,5.177,2.5786,4.15,130.19,0.439,-0.72
mol_2884,"N=C1CCC(Cl)=CN1",0.3909,5.212,2.4785,4.42,130.58,0.511,1.43
mol_2885,"NC1CCC(C(=O)O)CC1O",0.3902,5.155,2.6458,3.38,159.18,0.484,-0.44
mol_2886,"CCCC(N)(O)C(N)=O",0.3901,5.155,2.6464,3.56,132.16,0.427,-1.08
mol_2887,"ON=C(O)CN1CCNC1",0.3901,5.155,2.6465,3.43,145.16,0.206,-0.81
mol_2888,"CCN(CC)C(C)CO",0.3900,5.154,2.6472,2.89,131.22,0.607,0.71
mol_2889,"CC=C(C)C=O",0.3899,5.154,2.6491,3.35,84.12,0.344,1.15
mol_2890,"CSCCC(=O)C(N)O",0.3897,5.153,2.6511,3.59,149.22,0.533,-0.41
mol_2891,"CN(C)CCC(N)O",0.3896,5.152,2.6531,3.14,118.18,0.478,-0.78
mol_2892,"NC1NNCNC1N1CCCCC1",0.3896,5.201,2.5080,4.38,185.27,0.410,-1.26
mol_2893,"NCC1CCC(N)C1",0.3893,5.151,2.6565,3.24,114.19,0.507,0.07
mol_2894,"OC1=NCCN1",0.3893,5.151,2.6565,3.82,86.09,0.417,-0.50
mol_2895,"C=C1C(O)CCC1C(O)O",0.3893,5.181,2.5688,4.22,144.17,0.347,-0.38
mol_2896,"NC1N=C(O)C2=C(CCCC2)N1",0.3892,5.151,2.6571,3.97,167.21,0.495,0.62
mol_2897,"CCC(=O)CN",0.3891,5.151,2.6588,2.67,87.12,0.512,-0.08
mol_2898,"CC1NC1C(=O)C1=C(NC2CCCC3NCC(NCO)C32)NCN1",0.3891,5.327,2.1709,5.49,336.44,0.217,-2.13
mol_2899,"O=C1CCCC(Cl)C1",0.3890,5.150,2.6599,3.32,132.59,0.459,1.74
mol_2900,"CC(=N)N=CN",0.3887,5.226,2.4366,4.61,85.11,0.315,-0.03
mol_2901,"CCCCN(C)N",0.3886,5.149,2.6650,2.56,102.18,0.417,0.59
mol_2902,"NC(O)C1=CCNCC=C1",0.3885,5.207,2.4917,4.46,140.19,0.424,-0.65
mol_2903,"NCO",0.3884,5.148,2.6667,2.78,47.06,0.340,-1.11
mol_2904,"NCO",0.3884,5.148,2.6667,2.78,47.06,0.340,-1.11
mol_2905,"OOC1CCCCC1",0.3884,5.148,2.6676,2.50,116.16,0.418,1.81
mol_2906,"OC1=CC(O)C=C=C2CCCCC21",0.3883,5.275,2.3028,5.04,178.23,0.557,2.07
mol_2907,"C=[SH](O)(O)C(N)(NCCCNC=O)C(=O)C1=NN=C1",0.3880,5.273,2.3096,5.03,291.33,0.097,-1.75
mol_2908,"Br",0.3879,5.465,1.8516,6.96,80.91,0.400,0.58
mol_2909,"CCNC(O)C1CCC(O)CC1O",0.3878,5.159,2.6324,4.10,189.25,0.449,-0.56
mol_2910,"NS(O)(O)C1CCCCC1C(O)O",0.3877,5.148,2.6661,4.02,211.28,0.427,0.48
mol_2911,"CC(CO)N(C)CC(=O)O",0.3877,5.145,2.6760,2.93,147.17,0.556,-0.62
mol_2912,"CCCC(N)NC",0.3877,5.145,2.6761,3.58,102.18,0.503,0.29
mol_2913,"CCCC(N)NC",0.3877,5.145,2.6761,3.58,102.18,0.503,0.29
mol_2914,"CC(=O)O",0.3874,5.144,2.6790,1.51,60.05,0.430,0.09
mol_2915,"CCOC1C(O)NCCCN2CCNC12",0.3874,5.177,2.5795,4.25,215.30,0.548,-1.07
mol_2916,"CN1C(=O)C=CC=C2C(O)C(N)C(CO)NC21",0.3873,5.256,2.3547,4.90,239.28,0.421,-2.08
mol_2917,"CCCC(C)O",0.3873,5.143,2.6813,2.67,88.15,0.537,1.17
mol_2918,"CCCC(C)O",0.3873,5.143,2.6813,2.67,88.15,0.537,1.17
mol_2919,"CCCC(C)O",0.3873,5.143,2.6813,2.67,88.15,0.537,1.17
mol_2920,"OC1CCNNCC1",0.3871,5.143,2.6832,3.60,116.16,0.389,-0.76
mol_2921,"OC1CCCCCOCN1",0.3871,5.146,2.6743,4.02,145.20,0.520,0.44
mol_2922,"CN(O)CC1C=CNN1O",0.3869,5.269,2.3210,5.03,145.16,0.453,-0.60
mol_2923,"CC(C)C(O)=CN",0.3868,5.142,2.6867,3.50,101.15,0.484,1.00
mol_2924,"CC1(N)CC(Br)C(Cl)CC1O",0.3866,5.261,2.3424,4.96,242.54,0.628,1.23
mol_2925,"OC1CC(Cl)C(Cl)CC(O)N1",0.3866,5.276,2.3014,5.10,200.07,0.490,0.22
mol_2926,"CC(O)CC1CNN=C1N",0.3865,5.206,2.4942,4.51,143.19,0.476,-0.75
mol_2927,"NCC1=CNCC1",0.3864,5.140,2.6914,3.97,98.15,0.477,-0.18
mol_2928,"OC1CC2C=CNC2C1",0.3864,5.248,2.3782,4.86,125.17,0.486,0.24
mol_2929,"OC1NC(C2C(O)CCCC2O)C2C=CCN=C12",0.3863,5.277,2.2994,5.11,252.31,0.471,-0.57
mol_2930,"COC1CC(CC(C)=O)CNN1",0.3863,5.198,2.5166,4.46,172.23,0.631,0.05
mol_2931,"CC(C)(C)C=C(O)CF",0.3862,5.139,2.6950,3.56,132.18,0.543,2.44
mol_2932,"CCC1CCCC(O)C1",0.3859,5.138,2.6983,2.82,128.22,0.572,1.95
mol_2933,"CN(O)CC=N",0.3858,5.184,2.5589,4.35,88.11,0.367,-0.04
mol_2934,"C=C(CCO)N(C)C1CC=CCC1",0.3858,5.137,2.6998,3.97,181.28,0.670,1.92
mol_2935,"O=C1CCC2=C(C(O)C(O)CO)C(=NO)OC2C1",0.3856,5.217,2.4632,4.62,257.24,0.378,-1.06
mol_2936,"NC1CC=CCN1",0.3853,5.192,2.5356,4.43,98.15,0.412,-0.18
mol_2937,"OCC1CCC2NNC(O)C2C1",0.3853,5.209,2.4855,4.57,172.23,0.418,-0.81
mol_2938,"C=C1CSC(=O)C1C1C=NC(N)N1",0.3852,5.304,2.2295,5.39,197.26,0.567,-0.28
mol_2939,"CC1CC(O)CCC1O",0.3851,5.135,2.7085,3.46,130.19,0.502,0.53
mol_2940,"OC1C=C=C2C(CCNC2O)CC1",0.3850,5.283,2.2838,5.21,181.23,0.466,0.15
mol_2941,"CC(=O)CO",0.3849,5.134,2.7109,2.25,74.08,0.458,-0.43
mol_2942,"CCNC1OC2CCC2CC(=O)CNC1NO",0.3847,5.283,2.2837,5.22,243.31,0.504,-0.42
mol_2943,"CNC(O)NC1CCCCC1",0.3846,5.132,2.7149,3.13,158.25,0.521,0.40
mol_2944,"N=C1CCC(O)(O)OCN1",0.3845,5.215,2.4675,4.65,146.15,0.329,-1.04
mol_2945,"COC1CC(N)NC(=N)N1",0.3843,5.276,2.3007,5.17,144.18,0.371,-1.24
mol_2946,"CCC(O)CO",0.3841,5.131,2.7207,2.89,90.12,0.491,-0.25
mol_2947,"CC1C(Br)=C(Cl)CCC1O",0.3841,5.155,2.6444,4.18,225.51,0.672,2.62
mol_2948,"NC=CNC(=CCCC1NCNC1O)CCCF",0.3840,5.285,2.2786,5.26,258.34,0.431,0.26
mol_2949,"NC1(O)NCCC(=O)C(O)N1",0.3838,5.224,2.4433,4.74,161.16,0.243,-2.98
mol_2950,"CNC(CO)NC",0.3838,5.129,2.7256,3.42,104.15,0.392,-1.26
mol_2951,"CC(N)(O)CCO",0.3835,5.128,2.7286,3.70,105.14,0.396,-0.96
mol_2952,"CC(N)(O)CCO",0.3835,5.128,2.7286,3.70,105.14,0.396,-0.96
mol_2953,"COC(O)CO",0.3834,5.128,2.7299,3.55,92.09,0.427,-1.06
mol_2954,"C1CC2CNNC2S1",0.3832,5.266,2.3275,5.12,130.22,0.489,0.17
mol_2955,"O=C1CC2CNC3=CCCC1N32",0.3831,5.188,2.5482,4.46,164.21,0.556,0.24
mol_2956,"N=C(O)CCCCN",0.3829,5.126,2.7363,2.81,116.16,0.287,0.65
mol_2957,"NCCC(N)=O",0.3829,5.126,2.7366,2.39,88.11,0.446,-1.18
mol_2958,"NCCC(N)=O",0.3829,5.126,2.7366,2.39,88.11,0.446,-1.18
mol_2959,"CCOCOCOC(O)CC",0.3829,5.126,2.7367,3.46,164.20,0.444,0.70
mol_2960,"CCNC1N=CC2NCCC3C2C2C4C5=C(CCN5C(O)N2C3O)OC(OC)C14",0.3828,5.374,2.0549,6.14,405.50,0.477,-0.95
mol_2961,"NC(O)C1=CCC=C1",0.3827,5.168,2.6052,4.33,111.14,0.473,0.15
mol_2962,"CC(=N)CC(=N)O",0.3826,5.124,2.7405,3.84,100.12,0.351,0.95
mol_2963,"NC(N)CC1CCCCC1",0.3824,5.123,2.7435,2.46,142.25,0.569,1.20
mol_2964,"CC(C)C1CNNC(O)C1",0.3819,5.189,2.5440,4.51,144.22,0.488,0.07
mol_2965,"CCC1(O)C=CNCC1",0.3817,5.206,2.4949,4.65,127.19,0.541,0.63
mol_2966,"NC1CC(Br)C(N)C(O)N1",0.3817,5.274,2.3056,5.23,210.07,0.373,-1.33
mol_2967,"C#CCSCC1OC1O",0.3815,5.189,2.5453,4.52,144.19,0.345,0.07
mol_2968,"OC1CCC(O)CC1",0.3815,5.120,2.7551,2.26,116.16,0.477,0.28
mol_2969,"OC1CCC(O)CC1",0.3815,5.120,2.7551,2.26,116.16,0.477,0.28
mol_2970,"CC(O)CCC(N)=O",0.3814,5.119,2.7561,2.58,117.15,0.530,-0.37
mol_2971,"CC(O)CCC(N)=O",0.3814,5.119,2.7561,2.58,117.15,0.530,-0.37
mol_2972,"CC(O)CCC(N)=O",0.3814,5.119,2.7561,2.58,117.15,0.530,-0.37
mol_2973,"CC1CCNCC1",0.3813,5.119,2.7571,2.30,99.18,0.478,1.01
mol_2974,"CC1CCNCC1",0.3813,5.119,2.7571,2.30,99.18,0.478,1.01
mol_2975,"CC1CCNC1=N",0.3813,5.172,2.5941,4.40,98.15,0.457,0.59
mol_2976,"C=C(CO)CNNC=N",0.3811,5.189,2.5442,4.54,129.16,0.130,-0.76
mol_2977,"N=COC1CCCNC1=O",0.3807,5.116,2.7655,3.99,142.16,0.417,-0.11
mol_2978,"NC(O)C1C=CNC1",0.3806,5.242,2.3929,4.99,114.15,0.383,-1.00
mol_2979,"NC1=CC(CCN(O)O)=C=C=CO1",0.3805,5.301,2.2371,5.50,182.18,0.437,0.48
mol_2980,"CC(CO)C1OCNC1O",0.3805,5.215,2.4688,4.76,147.17,0.463,-1.12
mol_2981,"NC1(N)CCC(C(O)O)CC1",0.3803,5.115,2.7712,3.67,160.22,0.374,-0.90
mol_2982,"CC1OC(C(O)O)CC1O",0.3802,5.160,2.6303,4.34,148.16,0.410,-1.16
mol_2983,"NCNC1CCC(N)C(N)N1",0.3801,5.251,2.3682,5.08,159.24,0.295,-2.19
mol_2984,"COC(O)C1c2cnoc2N=CC1N",0.3801,5.268,2.3224,5.22,197.19,0.638,-0.23
mol_2985,"CC(C)(N)CC(=O)O",0.3800,5.114,2.7748,2.48,117.15,0.543,0.20
mol_2986,"N#CC=CCO",0.3799,5.113,2.7761,3.48,83.09,0.455,0.06
mol_2987,"N=C1CCCCO1",0.3798,5.113,2.7779,3.38,99.13,0.485,1.16
mol_2988,"C#CC(N)=O",0.3797,5.112,2.7781,3.30,69.06,0.368,-0.90
mol_2989,"NC(=O)CCO",0.3797,5.112,2.7786,2.35,89.09,0.449,-1.15
mol_2990,"NC(=O)CCO",0.3797,5.112,2.7786,2.35,89.09,0.449,-1.15
mol_2991,"NNC1CCSC1N",0.3797,5.226,2.4384,4.88,133.22,0.325,-0.76
mol_2992,"CNC(O)C1CCCNC1",0.3795,5.112,2.7812,3.76,144.22,0.459,-0.48
mol_2993,"FC(F)(Cl)C1CCNCC1",0.3794,5.111,2.7822,3.11,169.60,0.591,1.82
mol_2994,"NC1CCNC1",0.3794,5.111,2.7830,3.61,86.14,0.409,-0.69
mol_2995,"NC1CCNC1",0.3794,5.111,2.7830,3.61,86.14,0.409,-0.69
mol_2996,"NC(S)C1CCCC(O)C1F",0.3792,5.197,2.5214,4.65,179.26,0.410,0.70
mol_2997,"CC1NC(O)CC(CCO)N1F",0.3789,5.225,2.4401,4.89,178.21,0.503,-0.42
mol_2998,"N=C=NNCC1CCNC1",0.3789,5.167,2.6104,4.43,140.19,0.377,-0.15
mol_2999,"NC1N=CCN=C(C(=O)O)N1",0.3789,5.193,2.5317,4.64,156.15,0.425,-1.61
mol_3000,"C=N",0.3787,5.174,2.5870,4.49,29.04,0.369,0.27
mol_3001,"CN1NCC2C(O)CCCCC21",0.3787,5.132,2.7162,4.17,170.26,0.551,0.36
mol_3002,"OC1=CCCC(O)C1O",0.3783,5.131,2.7207,4.17,130.14,0.430,-0.06
mol_3003,"FC(F)(F)C1CCCNC1",0.3782,5.106,2.7996,3.04,153.15,0.556,1.55
mol_3004,"CCCONC(N)O",0.3780,5.105,2.8018,3.90,120.15,0.257,-0.85
mol_3005,"OCCN1CCCNCC1",0.3777,5.104,2.8053,2.13,144.22,0.536,-0.73
mol_3006,"CC1OC(CC(O)O)CN2C(C)C12O",0.3776,5.257,2.3520,5.20,203.24,0.391,-1.13
mol_3007,"O=C1CCC2CC3=C(C(O)N=C=C=C3)C(O)NC12",0.3776,5.336,2.1470,5.92,246.27,0.510,-0.34
mol_3008,"CC1NC(O)CCC1S",0.3775,5.226,2.4378,4.94,147.24,0.433,0.38
mol_3009,"CC1C(O)CCC(N)C1C1CC2CCSC2NC1CO",0.3774,5.257,2.3522,5.21,300.47,0.606,0.77
mol_3010,"CC1CN(C2CCN(C(C)O)C3NOCC3C2)CN1",0.3774,5.249,2.3737,5.14,270.38,0.630,-0.48
mol_3011,"O=C(O)C1=NC2C(O)CSCC2C1O",0.3774,5.215,2.4676,4.86,217.25,0.523,-1.02
mol_3012,"OC1NCCC2NCNC12",0.3772,5.237,2.4062,5.05,143.19,0.323,-1.81
mol_3013,"CCCC(OCC)OCC(N)O",0.3767,5.100,2.8189,3.66,177.24,0.554,0.44
mol_3014,"NCC(=O)C1CCCNC1",0.3766,5.099,2.8205,3.19,142.20,0.547,-0.49
mol_3015,"CC(O)O",0.3766,5.099,2.8215,2.04,62.07,0.365,-0.68
mol_3016,"CC(O)O",0.3766,5.099,2.8215,2.04,62.07,0.365,-0.68
mol_3017,"CC(O)O",0.3766,5.099,2.8215,2.04,62.07,0.365,-0.68
mol_3018,"CC(O)O",0.3766,5.099,2.8215,2.04,62.07,0.365,-0.68
mol_3019,"CC(O)O",0.3766,5.099,2.8215,2.04,62.07,0.365,-0.68
mol_3020,"CC(O)O",0.3766,5.099,2.8215,2.04,62.07,0.365,-0.68
mol_3021,"CCCC(S)NC(=CNCCCOCCO)C(=O)O",0.3765,5.099,2.8225,3.75,292.40,0.156,0.55
mol_3022,"NC1C=CC(=O)C#CC1",0.3763,5.278,2.2949,5.43,121.14,0.357,-0.15
mol_3023,"OCC=C(O)CO",0.3760,5.097,2.8292,3.57,104.10,0.410,-0.59
mol_3024,"CNC(O)C(O)C(C)O",0.3759,5.107,2.7963,4.07,135.16,0.347,-1.73
mol_3025,"C=COCC(C)C(C)CC(=O)O",0.3758,5.096,2.8327,3.68,172.22,0.622,1.89
mol_3026,"NCC1C=CCN1",0.3757,5.172,2.5936,4.56,98.15,0.433,-0.53
mol_3027,"C=CC=CN=NCCO",0.3757,5.166,2.6125,4.52,126.16,0.445,1.13
mol_3028,"CC1(O)NCCC(N)CC(=O)N1",0.3755,5.138,2.6985,4.31,173.22,0.358,-1.52
mol_3029,"CC=C(O)NC1(O)CN1",0.3751,5.188,2.5474,4.70,130.15,0.225,-0.76
mol_3030,"CCCCC1CCNCC1",0.3751,5.093,2.8415,2.08,141.26,0.635,2.18
mol_3031,"NC(N)(O)C1=CCOC1",0.3751,5.115,2.7688,4.16,130.15,0.298,-1.49
mol_3032,"O=NC(=O)CC1CC=CO1",0.3747,5.136,2.7039,4.32,141.13,0.538,0.97
mol_3033,"CCCC(O)CO",0.3745,5.090,2.8509,2.61,104.15,0.534,0.14
mol_3034,"OC1CCNC(O)C1I",0.3743,5.177,2.5783,4.65,243.04,0.395,-0.54
mol_3035,"N=C(N)C(=N)C(O)O",0.3741,5.115,2.7702,4.19,117.11,0.168,-1.75
mol_3036,"COC(C=CCO)C(CO)CCC(C)CNO",0.3737,5.138,2.6979,4.37,247.33,0.335,0.55
mol_3037,"CCCNCN",0.3736,5.086,2.8627,2.66,88.15,0.373,-0.10
mol_3038,"OC1NCC(O)(CI)C1O",0.3736,5.242,2.3934,5.19,259.04,0.339,-1.57
mol_3039,"CC(=NCC(NCN)=C1CC(O)C(C(N)O)C1O)C(C=CO)CO",0.3735,5.296,2.2478,5.67,344.41,0.140,-2.09
mol_3040,"CCOC(C)(CC)C(O)CC",0.3734,5.085,2.8661,3.80,160.26,0.666,1.96
mol_3041,"O=C(O)CC1CN=C1O",0.3731,5.084,2.8708,3.83,129.11,0.553,0.05
mol_3042,"CC(C)CCC(N)O",0.3730,5.084,2.8718,2.91,117.19,0.534,0.70
mol_3043,"C=C=C(O)C(C(C)O)C(C)CC",0.3729,5.141,2.6873,4.42,170.25,0.502,2.26
mol_3044,"CC1CCC(O)CC1O",0.3728,5.083,2.8742,3.43,130.19,0.502,0.53
mol_3045,"CC1CCC(O)CC1O",0.3728,5.083,2.8742,3.43,130.19,0.502,0.53
mol_3046,"CC(C)C(O)C(C)O",0.3728,5.083,2.8744,3.16,118.18,0.550,0.38
mol_3047,"NC1CC2=CCCCC2SC1=O",0.3726,5.154,2.6489,4.52,183.28,0.578,1.46
mol_3048,"N=C=CCC(=N)NCO",0.3726,5.189,2.5438,4.79,127.15,0.238,-0.30
mol_3049,"CN1NCCC1O",0.3724,5.153,2.6520,4.52,102.14,0.418,-0.86
mol_3050,"CCC(C(O)NCN)C1CO1",0.3721,5.173,2.5922,4.68,160.22,0.365,-0.76
mol_3051,"N=CC1NNC2CCNCC12",0.3719,5.225,2.4394,5.11,154.22,0.370,-0.91
mol_3052,"OC1CCN=CNC1",0.3718,5.138,2.6978,4.42,114.15,0.440,-0.63
mol_3053,"NC(O)C1CN=CC2SC3NCCC3=C21",0.3717,5.283,2.2822,5.61,225.32,0.423,-0.30
mol_3054,"NC(F)(F)CC1=CSCC1",0.3716,5.089,2.8556,4.08,165.21,0.633,1.95
mol_3055,"NC(O)CCl",0.3715,5.077,2.8939,3.49,95.53,0.341,-0.50
mol_3056,"OCC(O)CC(O)CO",0.3711,5.075,2.8994,3.28,136.15,0.363,-1.92
mol_3057,"NC1CC1C1C=NN1",0.3709,5.200,2.5108,4.93,111.15,0.469,-0.71
mol_3058,"CCC1CC12CC(N)=CNC2=O",0.3708,5.210,2.4826,5.01,166.22,0.603,0.72
mol_3059,"O=C(CNCC(O)O)NC1=NC(O)N(CC2CCCCC2)C1",0.3708,5.074,2.9041,3.65,314.39,0.384,-1.43
mol_3060,"CC1CCNNO1",0.3700,5.200,2.5107,4.96,102.14,0.444,-0.20
mol_3061,"CC(C)CCC(N)=O",0.3700,5.071,2.9156,1.78,115.18,0.583,0.91
mol_3062,"OCC1=C(O)CC2(CN2O)OC1",0.3700,5.230,2.4257,5.21,173.17,0.471,-0.39
mol_3063,"CC1CNC(O)C2SC(CO)C(O)C12",0.3699,5.232,2.4217,5.22,219.31,0.455,-1.00
mol_3064,"OCCCC(O)O",0.3698,5.070,2.9185,2.63,106.12,0.407,-0.93
mol_3065,"CC(O)C(O)CN1CCO1",0.3698,5.076,2.8970,4.04,147.17,0.536,-1.02
mol_3066,"CC1CCNC2C(O)NC(N)C12",0.3695,5.211,2.4793,5.06,171.24,0.370,-1.19
mol_3067,"CCNCN",0.3691,5.067,2.9291,3.04,74.13,0.434,-0.49
mol_3068,"NCNCCO",0.3690,5.066,2.9295,2.97,90.13,0.291,-1.52
mol_3069,"NC1=C(O)C2NCNC2=S(O)C1",0.3690,5.289,2.2674,5.74,189.24,0.319,-0.88
mol_3070,"CC(C)C(O)C(O)O",0.3687,5.065,2.9352,3.23,120.15,0.423,-0.69
mol_3071,"NCCC1C=CNCC1",0.3687,5.106,2.7993,4.29,126.20,0.564,0.46
mol_3072,"NC1CCCC=C1O",0.3686,5.065,2.9355,3.81,113.16,0.491,0.94
mol_3073,"ClC1CCNCC1",0.3685,5.064,2.9375,2.93,119.59,0.469,0.98
mol_3074,"ClNC1=CNNC=C1",0.3682,5.179,2.5720,4.85,131.57,0.445,0.19
mol_3075,"OC1=NCCC(O)C2CCCCC12",0.3682,5.071,2.9140,4.06,183.25,0.598,1.51
mol_3076,"NC1=CCC(O)C2CCC(N)N12",0.3679,5.162,2.6255,4.72,169.23,0.448,-0.70
mol_3077,"NC1=CCC(C(=O)O)CC1",0.3677,5.060,2.9497,3.52,141.17,0.565,0.71
mol_3078,"CCCNC1N=C=C=N1",0.3676,5.215,2.4679,5.15,123.16,0.571,0.18
mol_3079,"NNC1CC(I)NCN1",0.3672,5.261,2.3421,5.55,242.06,0.158,-0.92
mol_3080,"O=C1N=CNNC2CCCNCC2CNC2C=C=NC=C2N=N1",0.3671,5.327,2.1714,6.15,316.37,0.506,0.10
mol_3081,"CC1CCC2C(N)NCNC12",0.3670,5.181,2.5678,4.89,155.24,0.455,-0.16
mol_3082,"CC(C)O",0.3666,5.056,2.9662,1.74,60.10,0.428,0.39
mol_3083,"CC(C)O",0.3666,5.056,2.9662,1.74,60.10,0.428,0.39
mol_3084,"CC1C(O)C(N)C=CC1C(O)O",0.3666,5.167,2.6087,4.80,173.21,0.296,-1.19
mol_3085,"O=C1CCCC=N1",0.3665,5.055,2.9674,3.49,97.12,0.439,0.77
mol_3086,"NC(O)C1=CCCCC1",0.3665,5.055,2.9680,3.55,127.19,0.403,0.76
mol_3087,"NC1=C(O)CC(Cl)CC1",0.3663,5.076,2.8963,4.15,147.61,0.511,1.51
mol_3088,"COC(Br)CCCC(N)O",0.3663,5.074,2.9049,4.13,212.09,0.523,0.80
mol_3089,"FC(F)(F)C1=C=CNCC1",0.3661,5.147,2.6701,4.66,149.12,0.515,1.58
mol_3090,"CC(C(O)O)C(C)(N)O",0.3660,5.090,2.8524,4.25,135.16,0.351,-1.40
mol_3091,"CC1C(Br)CNC1N",0.3658,5.187,2.5504,4.98,179.06,0.524,0.27
mol_3092,"CC1C(Br)CNC1N",0.3658,5.187,2.5504,4.98,179.06,0.524,0.27
mol_3093,"NC1CC2CCCCC2CN1O",0.3658,5.053,2.9749,4.01,170.26,0.574,1.17
mol_3094,"OC1C=NNCC1",0.3656,5.156,2.6431,4.74,100.12,0.424,-0.67
mol_3095,"CCC(O)=C1OC(C#N)OC1O",0.3656,5.178,2.5772,4.91,171.15,0.557,0.38
mol_3096,"NCC1CN=C(O)C1",0.3654,5.091,2.8468,4.28,114.15,0.501,-0.08
mol_3097,"CC1CC1C(N)O",0.3653,5.058,2.9595,4.05,101.15,0.454,-0.08
mol_3098,"CC1C=CNC(N(C)C(O)C2CCC3CCCN3C2)N1",0.3652,5.166,2.6111,4.84,280.42,0.657,0.49
mol_3099,"C=C1CCC(F)(F)CC1C(O)NC",0.3649,5.120,2.7539,4.50,191.22,0.512,1.52
mol_3100,"CC1C(O)CCC(O)C1C",0.3647,5.047,2.9963,3.78,144.21,0.527,0.77
